Date,Time,Source,Source_port,Destination,Dest_Port,Protocol,Service,Policy_ID,State,Action,Duration,Bytes,Packets,Attack
2025-01-01,01:50:09,10.82.179.161,21950,47.197.99.91,143,tcp,imap,POL-912,ESTABLISHED,allow,3.748,2149,3,benign
2025-01-01,01:50:29,192.168.127.67,16104,127.137.138.211,6379,tcp,redis,POL-895,ESTABLISHED,allow,6.574,2555,3,benign
2025-01-01,01:50:36,10.92.198.37,60751,35.236.29.16,53,udp,dns,POL-401,CLOSED,allow,0.391,725,2,benign
2025-01-01,01:50:50,63.54.212.58,64073,10.30.3.43,3306,tcp,mysql,POL-534,ESTABLISHED,allow,1.887,2049,5,benign
2025-01-01,01:51:01,192.168.222.216,17083,38.94.37.21,443,tcp,https,POL-883,ESTABLISHED,allow,8.62,1664,2,benign
2025-01-01,01:51:06,172.23.133.225,46587,87.114.201.166,22,tcp,ssh,POL-132,ESTABLISHED,allow,8.809,2216,7,benign
2025-01-01,01:51:25,172.26.224.227,17935,117.142.183.213,3306,tcp,mysql,POL-260,FIN_WAIT,allow,0.954,1295,1,benign
2025-01-01,01:51:33,191.55.103.159,54927,172.18.240.105,53,tcp,mysql,POL-514,ESTABLISHED,allow,1.371,2729,4,ddos
2025-01-01,01:51:45,10.26.185.247,56507,192.168.199.96,110,tcp,pop3,POL-166,ESTABLISHED,allow,2.138,2407,5,benign
2025-01-01,01:51:51,10.61.134.155,52812,146.145.12.145,25,tcp,smtp,POL-108,ESTABLISHED,allow,4.85,1818,7,benign
2025-01-01,01:52:02,172.27.156.108,22737,34.180.173.25,143,tcp,imap,POL-253,ESTABLISHED,allow,9.208,3068,4,benign
2025-01-01,01:52:02,10.75.42.39,63467,21.227.161.24,143,tcp,imap,POL-613,SYN_ACK,allow,0.675,844,2,benign
2025-01-01,01:52:18,88.115.202.34,29263,93.160.220.241,53,udp,postgres,POL-721,CLOSED,deny,0.079,139,1,ddos
2025-01-01,01:52:20,10.36.130.233,53281,80.141.223.249,443,tcp,https,POL-402,ESTABLISHED,allow,9.681,23524,33,exfiltration
2025-01-01,01:52:25,10.181.237.125,17802,67.253.122.251,5432,tcp,postgres,POL-226,ESTABLISHED,allow,9.071,3573,5,benign
2025-01-01,01:52:43,192.168.234.202,41959,113.94.132.217,110,tcp,pop3,POL-560,ESTABLISHED,deny,3.594,248,1,benign
2025-01-01,01:52:51,10.179.34.130,20072,3.40.219.27,3389,tcp,rdp,POL-195,ESTABLISHED,deny,1.195,254,1,brute_force
2025-01-01,01:53:02,10.21.248.120,27038,28.235.246.237,6379,tcp,redis,POL-450,ESTABLISHED,allow,7.264,2553,6,benign
2025-01-01,01:53:21,172.16.156.206,22007,121.38.164.55,27017,tcp,mongodb,POL-927,ESTABLISHED,allow,5.468,2413,2,benign
2025-01-01,01:53:32,10.243.224.140,12565,109.70.65.163,3389,tcp,rdp,POL-994,ESTABLISHED,allow,4.11,1725,6,benign
2025-01-01,01:53:46,48.213.14.24,20481,110.88.247.193,3389,tcp,rdp,POL-264,ESTABLISHED,allow,2.962,2321,3,brute_force
2025-01-01,01:53:59,192.168.200.120,38935,51.20.186.171,27017,tcp,mongodb,POL-851,ESTABLISHED,allow,2.393,1403,2,benign
2025-01-01,01:54:09,172.17.209.86,48359,173.105.68.134,3389,tcp,rdp,POL-692,SYN_ACK,allow,0.587,689,1,benign
2025-01-01,01:54:12,192.168.198.63,63438,97.56.90.54,27017,tcp,mongodb,POL-933,ESTABLISHED,allow,12.51,3028,3,benign
2025-01-01,01:54:23,180.128.167.117,28932,91.91.213.139,25,tcp,smtp,POL-538,ESTABLISHED,allow,9.772,3273,6,benign
2025-01-01,01:54:34,172.29.133.127,47036,175.112.163.73,5432,tcp,postgres,POL-206,ESTABLISHED,allow,8.171,2357,7,benign
2025-01-01,01:54:36,192.168.192.114,34012,140.26.163.114,5432,tcp,postgres,POL-316,ESTABLISHED,allow,16.459,2747,11,benign
2025-01-01,01:54:43,172.31.53.118,60530,204.234.119.106,3306,tcp,mysql,POL-329,ESTABLISHED,allow,1.653,1782,2,benign
2025-01-01,01:54:59,172.26.197.216,11075,107.9.4.7,6379,tcp,redis,POL-540,FIN_WAIT,allow,0.597,911,1,benign
2025-01-01,01:55:06,10.205.36.19,26610,110.33.241.163,143,tcp,imap,POL-262,ESTABLISHED,deny,1.385,432,1,benign
2025-01-01,01:55:19,192.168.147.178,18078,216.196.161.235,27017,tcp,mongodb,POL-195,ESTABLISHED,allow,3.163,2147,5,benign
2025-01-01,01:55:19,192.168.181.36,49673,21.147.98.7,6379,tcp,redis,POL-291,ESTABLISHED,allow,1.783,868,1,benign
2025-01-01,01:55:26,10.185.239.160,44229,202.97.198.67,53,udp,dns,POL-247,CLOSED,allow,0.01,343,1,benign
2025-01-01,01:55:46,192.168.31.105,7104,73.68.230.47,5432,tcp,postgres,POL-203,ESTABLISHED,allow,1.025,1817,3,benign
2025-01-01,01:56:01,172.22.1.11,11582,163.233.116.207,8443,tcp,imap,POL-746,ESTABLISHED,allow,1.369,1166,5,benign
2025-01-01,01:56:20,124.158.154.140,17702,192.168.189.224,395,tcp,https,POL-256,ESTABLISHED,deny,8.9,40,1,port_scan
2025-01-01,01:56:26,10.56.66.68,9319,192.168.240.154,3389,tcp,rdp,POL-578,FIN_WAIT,deny,0.61,226,1,brute_force
2025-01-01,01:56:41,10.175.227.0,7767,184.72.247.101,143,tcp,imap,POL-839,ESTABLISHED,allow,4.241,2214,2,benign
2025-01-01,01:56:56,172.25.247.114,24152,99.110.52.146,3389,tcp,rdp,POL-134,ESTABLISHED,allow,2.814,1298,1,benign
2025-01-01,01:57:12,192.168.243.76,12814,91.102.8.30,143,tcp,imap,POL-174,ESTABLISHED,allow,4.606,1287,2,benign
2025-01-01,01:57:18,172.27.3.63,31522,172.19.107.157,53,tcp,pop3,POL-494,ESTABLISHED,allow,2.929,2765,5,benign
2025-01-01,01:57:27,192.168.155.160,38638,207.221.172.20,3306,tcp,mysql,POL-932,ESTABLISHED,allow,6.064,3464,5,benign
2025-01-01,01:57:37,172.22.189.100,39766,116.44.154.84,80,tcp,http,POL-902,ESTABLISHED,allow,3.591,1621,2,benign
2025-01-01,01:57:55,172.16.151.150,2090,136.11.87.166,80,udp,rdp,POL-424,CLOSED,allow,0.211,869,1,ddos
2025-01-01,01:58:06,10.100.177.29,64407,117.127.218.165,3306,tcp,mysql,POL-329,ESTABLISHED,allow,4.59,1978,3,benign
2025-01-01,01:58:07,186.112.58.44,54257,192.168.230.252,11,tcp,ssh,POL-149,FIN_WAIT,allow,0.368,60,1,port_scan
2025-01-01,01:58:16,172.20.81.144,9300,36.150.118.31,110,tcp,pop3,POL-523,ESTABLISHED,allow,2.246,1187,3,benign
2025-01-01,01:58:36,172.26.148.143,32658,72.83.198.188,443,tcp,https,POL-461,ESTABLISHED,allow,1.62,1213,2,benign
2025-01-01,01:58:53,10.177.233.60,14948,172.16.246.219,443,tcp,dns,POL-313,ESTABLISHED,deny,2.012,40,1,port_scan
2025-01-01,01:59:11,172.27.86.18,60932,40.218.130.28,3306,tcp,mysql,POL-735,ESTABLISHED,allow,1.647,1204,2,benign
2025-01-01,01:59:27,10.175.175.33,10676,223.148.166.27,143,tcp,imap,POL-571,ESTABLISHED,allow,3.634,1600,5,benign
2025-01-01,01:59:32,172.17.228.171,10895,22.91.111.55,3389,tcp,rdp,POL-379,ESTABLISHED,allow,4.244,1524,2,benign
2025-01-01,01:59:43,50.76.49.104,35012,71.136.156.127,6379,tcp,redis,POL-213,ESTABLISHED,allow,1.737,1204,1,benign
2025-01-01,01:59:50,192.168.25.222,26708,159.180.184.104,80,tcp,http,POL-374,ESTABLISHED,allow,4.799,2482,5,benign
2025-01-01,02:00:05,192.168.73.185,46930,25.48.129.233,53,udp,dns,POL-973,CLOSED,allow,0.085,587,1,benign
2025-01-01,02:00:12,172.18.68.244,2388,171.122.110.86,1521,tcp,redis,POL-878,ESTABLISHED,allow,6.058,2232,4,benign
2025-01-01,02:00:12,10.120.250.60,20072,210.5.146.175,3389,tcp,rdp,POL-202,SYN_ACK,allow,0.705,708,1,benign
2025-01-01,02:00:21,192.168.65.226,55271,65.94.118.4,684,tcp,pop3,POL-710,ESTABLISHED,allow,2.647,52,1,port_scan
2025-01-01,02:00:36,10.250.135.252,33649,57.169.37.92,6379,tcp,redis,POL-468,ESTABLISHED,allow,6.259,1537,1,benign
2025-01-01,02:00:42,10.247.39.239,60818,161.174.140.231,53,udp,dns,POL-279,CLOSED,allow,0.62,1107,1,benign
2025-01-01,02:00:50,172.31.31.208,35107,80.49.11.149,53,udp,dns,POL-225,CLOSED,allow,0.0,86,1,dns_tunnel
2025-01-01,02:01:03,172.17.195.88,31584,128.238.176.38,5432,tcp,postgres,POL-410,FIN_WAIT,allow,0.307,658,1,benign
2025-01-01,02:01:18,192.168.31.154,29225,172.16.20.218,8080,tcp,smtp,POL-999,ESTABLISHED,allow,5.801,2005,10,benign
2025-01-01,02:01:27,10.244.36.184,49065,172.18.72.70,3306,tcp,mysql,POL-132,ESTABLISHED,allow,2.303,1120,1,benign
2025-01-01,02:01:42,172.22.98.197,20817,26.229.67.236,53,udp,dns,POL-677,CLOSED,allow,0.109,254,1,dns_tunnel
2025-01-01,02:01:55,10.64.1.88,6633,142.52.78.79,110,tcp,pop3,POL-901,ESTABLISHED,allow,2.191,1434,1,benign
2025-01-01,02:02:08,192.168.182.109,64033,91.110.120.108,3306,tcp,mysql,POL-885,ESTABLISHED,allow,5.522,1590,6,benign
2025-01-01,02:02:21,10.148.144.3,38089,33.159.140.231,22,tcp,ssh,POL-512,SYN_SENT,allow,0.051,573,2,benign
2025-01-01,02:02:21,10.69.42.46,7407,167.28.86.153,3306,tcp,mysql,POL-162,ESTABLISHED,allow,12.226,4232,5,benign
2025-01-01,02:02:24,192.168.52.128,9963,144.190.248.127,6379,tcp,redis,POL-106,SYN_ACK,allow,0.642,914,1,benign
2025-01-01,02:02:39,10.133.19.24,32071,10.26.133.254,8080,udp,dns,POL-554,CLOSED,allow,0.014,196,1,benign
2025-01-01,02:02:51,10.209.253.72,41181,218.140.67.211,443,tcp,https,POL-751,ESTABLISHED,allow,2.741,1599,1,benign
2025-01-01,02:02:51,192.168.179.27,44771,122.123.75.75,27017,tcp,mongodb,POL-500,ESTABLISHED,allow,3.328,1438,1,benign
2025-01-01,02:03:03,10.7.41.22,39070,31.145.100.3,443,tcp,https,POL-555,ESTABLISHED,allow,4.089,1906,2,benign
2025-01-01,02:03:04,192.168.117.87,57451,41.92.129.220,3389,tcp,rdp,POL-771,ESTABLISHED,allow,6.531,3173,4,brute_force
2025-01-01,02:03:08,10.71.65.77,5494,169.78.237.101,27017,tcp,mongodb,POL-720,ESTABLISHED,allow,2.81,1794,2,benign
2025-01-01,02:03:13,10.178.160.249,55411,149.90.150.159,3306,tcp,mysql,POL-337,ESTABLISHED,allow,1.611,1710,6,benign
2025-01-01,02:03:16,10.251.56.87,59992,188.204.61.27,3389,tcp,rdp,POL-165,ESTABLISHED,allow,8.007,2085,3,benign
2025-01-01,02:03:17,172.25.180.93,8079,8.237.45.83,8443,tcp,https,POL-669,ESTABLISHED,allow,9.744,2656,4,benign
2025-01-01,02:03:23,10.189.253.205,13626,209.136.208.203,3389,tcp,rdp,POL-308,ESTABLISHED,allow,4.364,2494,11,benign
2025-01-01,02:03:24,192.168.221.80,48863,10.174.175.58,1017,tcp,http,POL-460,ESTABLISHED,deny,4.595,40,1,port_scan
2025-01-01,02:03:35,172.22.215.23,52298,19.146.21.33,3306,tcp,mysql,POL-653,SYN_ACK,allow,0.913,1406,4,benign
2025-01-01,02:03:45,192.168.91.160,19902,10.247.214.96,25,tcp,smtp,POL-612,SYN_ACK,allow,0.769,818,1,benign
2025-01-01,02:03:54,150.121.240.235,28641,168.8.9.87,80,tcp,http,POL-851,SYN_ACK,allow,0.129,602,1,benign
2025-01-01,02:04:04,172.17.42.166,55746,145.232.157.180,53,udp,dns,POL-454,CLOSED,allow,0.203,276,1,dns_tunnel
2025-01-01,02:04:06,142.123.243.34,34290,11.27.10.128,80,tcp,http,POL-997,ESTABLISHED,allow,1.864,9794,15,exfiltration
2025-01-01,02:04:13,172.26.233.60,26394,5.142.124.14,5900,tcp,http,POL-241,ESTABLISHED,allow,4.654,1656,5,benign
2025-01-01,02:04:16,10.87.215.21,39599,15.61.60.24,5432,tcp,postgres,POL-912,ESTABLISHED,allow,5.828,2147,3,benign
2025-01-01,02:04:33,10.19.156.211,19544,172.18.227.182,80,tcp,http,POL-399,ESTABLISHED,allow,3.521,1279,2,benign
2025-01-01,02:04:37,10.64.13.9,54332,53.127.181.189,3389,tcp,rdp,POL-475,ESTABLISHED,allow,2.424,1093,2,benign
2025-01-01,02:04:54,82.179.139.129,63320,89.231.106.181,6379,tcp,redis,POL-961,ESTABLISHED,allow,7.057,2137,4,benign
2025-01-01,02:05:10,192.168.208.255,29878,10.251.61.179,27017,tcp,mongodb,POL-956,ESTABLISHED,allow,1.707,1219,1,benign
2025-01-01,02:05:11,10.15.73.209,57566,157.99.127.5,5432,tcp,postgres,POL-288,ESTABLISHED,allow,4.618,2104,3,benign
2025-01-01,02:05:24,172.30.254.223,59558,192.168.193.38,6379,tcp,redis,POL-875,ESTABLISHED,allow,20.68,2719,5,benign
2025-01-01,02:05:24,192.168.237.183,26459,15.207.28.142,5432,tcp,postgres,POL-647,ESTABLISHED,deny,3.898,251,1,benign
2025-01-01,02:05:38,10.245.214.141,60511,191.237.61.34,27017,tcp,mongodb,POL-355,ESTABLISHED,allow,4.034,3150,3,benign
2025-01-01,02:05:55,172.20.76.203,40869,201.168.208.198,5432,tcp,postgres,POL-370,ESTABLISHED,allow,2.903,1717,3,benign
2025-01-01,02:06:00,172.23.174.239,39006,143.56.105.15,80,tcp,http,POL-165,ESTABLISHED,deny,1.501,171,1,benign
2025-01-01,02:06:14,10.161.93.216,8524,159.168.13.60,25,tcp,smtp,POL-693,ESTABLISHED,allow,4.079,1456,3,benign
2025-01-01,02:06:24,67.250.66.5,48099,220.218.91.139,27017,tcp,mongodb,POL-554,ESTABLISHED,allow,4.343,1806,4,benign
2025-01-01,02:06:27,192.168.106.125,19576,172.30.3.127,53,udp,dns,POL-721,CLOSED,allow,0.134,351,1,benign
2025-01-01,02:06:38,172.25.243.95,20086,172.16.182.186,143,tcp,imap,POL-927,ESTABLISHED,deny,25.455,959,1,benign
2025-01-01,02:06:48,172.31.9.255,48620,213.150.9.169,27017,tcp,mongodb,POL-329,ESTABLISHED,allow,4.847,2698,3,benign
2025-01-01,02:07:06,192.168.187.169,31978,136.205.14.156,5432,tcp,postgres,POL-956,ESTABLISHED,allow,2.514,1474,2,benign
2025-01-01,02:07:24,172.19.177.187,16821,192.249.30.178,53,udp,dns,POL-470,CLOSED,allow,0.052,302,1,benign
2025-01-01,02:07:26,192.168.58.249,55208,108.59.146.212,53,tcp,mysql,POL-790,ESTABLISHED,deny,12.01,664,1,benign
2025-01-01,02:07:44,172.17.227.47,65462,172.24.20.151,5432,tcp,postgres,POL-115,SYN_ACK,allow,0.7,1586,2,benign
2025-01-01,02:07:49,172.27.226.187,2592,223.9.214.111,25,tcp,smtp,POL-497,SYN_ACK,allow,0.667,700,2,benign
2025-01-01,02:08:02,172.17.231.140,40919,212.230.87.152,143,tcp,imap,POL-559,ESTABLISHED,allow,14.416,4450,18,benign
2025-01-01,02:08:15,172.27.51.171,61077,47.186.197.151,27017,tcp,mongodb,POL-707,ESTABLISHED,allow,3.106,1628,2,benign
2025-01-01,02:08:33,10.130.56.4,16245,72.242.198.25,6379,tcp,redis,POL-637,ESTABLISHED,allow,4.443,2180,3,benign
2025-01-01,02:08:51,10.244.25.121,48929,209.242.189.226,143,tcp,imap,POL-421,ESTABLISHED,allow,1.683,1538,2,benign
2025-01-01,02:08:54,10.226.166.63,7978,67.254.156.193,25,tcp,ssh,POL-665,ESTABLISHED,deny,3.58,284,1,benign
2025-01-01,02:09:10,192.168.137.181,2713,2.126.214.211,80,tcp,http,POL-849,ESTABLISHED,allow,4.305,2835,5,benign
2025-01-01,02:09:24,192.168.235.80,18263,114.228.111.127,3389,tcp,rdp,POL-219,ESTABLISHED,allow,4.261,1706,5,benign
2025-01-01,02:09:35,172.18.129.245,34633,71.117.162.189,152,tcp,mongodb,POL-202,ESTABLISHED,deny,1.119,40,1,port_scan
2025-01-01,02:09:51,10.243.163.161,25679,10.150.26.154,3306,tcp,mysql,POL-933,SYN_ACK,allow,0.322,601,1,benign
2025-01-01,02:09:56,220.186.192.55,37575,10.125.157.240,8443,tcp,smtp,POL-728,ESTABLISHED,allow,2.974,1704,4,benign
2025-01-01,02:10:08,192.168.244.80,20168,77.216.60.225,53,udp,dns,POL-915,CLOSED,allow,0.13,681,1,benign
2025-01-01,02:10:28,10.28.196.29,64552,194.196.74.108,110,tcp,pop3,POL-426,FIN_WAIT,allow,0.722,1199,2,benign
2025-01-01,02:10:31,172.29.113.35,16415,126.154.106.176,143,tcp,imap,POL-901,ESTABLISHED,allow,2.221,1176,2,benign
2025-01-01,02:10:44,172.28.241.203,18608,103.67.234.14,110,tcp,pop3,POL-415,ESTABLISHED,allow,15.785,4628,10,benign
2025-01-01,02:10:58,192.168.28.62,40670,158.157.85.34,5432,tcp,postgres,POL-461,FIN_WAIT,allow,30.644,6567,29,benign
2025-01-01,02:11:15,10.252.55.52,16053,138.102.221.184,80,tcp,http,POL-320,SYN_SENT,allow,0.072,460,1,benign
2025-01-01,02:11:32,192.168.26.63,19576,203.125.11.41,8080,tcp,http,POL-134,ESTABLISHED,allow,8.983,2217,5,benign
2025-01-01,02:11:40,192.168.224.107,48348,22.20.19.130,143,tcp,imap,POL-654,ESTABLISHED,allow,7.325,2783,4,benign
2025-01-01,02:11:59,10.212.219.85,34601,80.201.83.109,53,udp,dns,POL-380,CLOSED,allow,0.291,413,1,dns_tunnel
2025-01-01,02:12:13,172.20.168.234,19279,57.248.105.144,25,tcp,smtp,POL-608,ESTABLISHED,allow,3.344,2420,3,benign
2025-01-01,02:12:25,192.168.249.167,25260,10.114.116.47,443,tcp,https,POL-745,ESTABLISHED,allow,2.617,9999,11,exfiltration
2025-01-01,02:12:27,152.64.22.37,56051,215.122.134.186,22,tcp,ssh,POL-418,SYN_ACK,allow,0.588,770,1,benign
2025-01-01,02:12:37,172.29.241.95,50506,192.168.53.144,1001,tcp,http,POL-572,ESTABLISHED,deny,14.753,40,1,port_scan
2025-01-01,02:12:52,10.108.250.207,11646,97.33.194.4,27017,tcp,mongodb,POL-216,ESTABLISHED,allow,3.472,1839,5,benign
2025-01-01,02:12:53,172.18.60.228,20471,141.108.103.3,3389,tcp,rdp,POL-480,ESTABLISHED,deny,6.139,303,1,brute_force
2025-01-01,02:13:11,192.168.243.182,31359,133.155.65.121,22,tcp,ssh,POL-972,ESTABLISHED,allow,1.65,998,1,benign
2025-01-01,02:13:15,172.18.222.28,46995,18.251.2.80,27017,tcp,mongodb,POL-162,ESTABLISHED,allow,13.241,4209,14,benign
2025-01-01,02:13:34,89.161.4.238,28953,73.211.234.223,21,tcp,ssh,POL-360,ESTABLISHED,allow,3.235,1570,3,benign
2025-01-01,02:13:51,10.187.12.105,9327,46.68.145.27,6379,tcp,redis,POL-689,ESTABLISHED,allow,5.115,2090,2,benign
2025-01-01,02:14:09,172.19.89.82,7009,201.60.254.56,27017,tcp,mongodb,POL-995,ESTABLISHED,deny,5.218,452,1,benign
2025-01-01,02:14:09,172.21.59.195,26795,195.31.62.144,9200,tcp,http,POL-958,ESTABLISHED,allow,10.976,3102,5,benign
2025-01-01,02:14:25,10.242.11.161,29679,72.183.37.216,443,tcp,https,POL-545,FIN_WAIT,allow,0.372,503,1,benign
2025-01-01,02:14:45,198.172.89.187,62588,158.144.225.236,80,tcp,http,POL-110,ESTABLISHED,allow,8.645,3387,5,benign
2025-01-01,02:14:51,172.17.129.120,40789,65.129.236.4,3306,tcp,mysql,POL-144,ESTABLISHED,allow,4.02,1356,1,benign
2025-01-01,02:14:59,192.168.237.118,12412,156.162.117.126,80,tcp,http,POL-139,ESTABLISHED,allow,1.583,1240,1,benign
2025-01-01,02:15:10,10.21.51.255,42801,217.31.15.114,27017,tcp,mongodb,POL-973,ESTABLISHED,allow,1.672,1384,2,benign
2025-01-01,02:15:16,44.232.253.151,44572,94.133.4.241,53,tcp,mongodb,POL-944,ESTABLISHED,allow,6.904,1819,2,benign
2025-01-01,02:15:32,192.168.50.221,56213,105.45.163.192,9200,tcp,smtp,POL-220,SYN_SENT,allow,0.001,161,1,benign
2025-01-01,02:15:42,10.46.184.99,64316,48.82.152.161,9200,tcp,mongodb,POL-483,ESTABLISHED,allow,6.138,2241,6,benign
2025-01-01,02:15:56,192.168.164.111,49396,222.49.192.194,27017,tcp,mongodb,POL-385,ESTABLISHED,allow,9.142,2118,8,benign
2025-01-01,02:16:00,10.45.87.56,7080,67.179.113.68,143,tcp,imap,POL-635,ESTABLISHED,allow,2.233,2061,2,benign
2025-01-01,02:16:14,192.168.98.188,23759,146.54.180.112,592,tcp,redis,POL-375,ESTABLISHED,deny,9.248,40,1,port_scan
2025-01-01,02:16:16,10.236.2.233,10186,169.162.48.122,53,udp,dns,POL-481,CLOSED,allow,0.114,370,1,benign
2025-01-01,02:16:34,10.161.37.22,22959,3.41.108.122,5432,tcp,postgres,POL-266,ESTABLISHED,allow,2.369,1420,4,benign
2025-01-01,02:16:48,192.168.147.115,16987,188.103.122.214,80,tcp,http,POL-510,ESTABLISHED,allow,5.008,4026,6,benign
2025-01-01,02:16:57,130.28.108.110,11773,148.103.152.8,53,udp,dns,POL-711,CLOSED,allow,0.001,228,1,benign
2025-01-01,02:17:13,172.28.157.251,10294,24.80.203.197,5432,tcp,postgres,POL-774,ESTABLISHED,allow,16.914,2862,4,benign
2025-01-01,02:17:17,10.219.150.78,45897,24.186.63.40,22,tcp,ssh,POL-202,ESTABLISHED,allow,15.057,2563,4,benign
2025-01-01,02:17:32,172.97.213.119,9445,196.235.25.100,143,tcp,imap,POL-389,ESTABLISHED,allow,7.612,3515,10,benign
2025-01-01,02:17:45,192.168.6.227,25215,156.46.197.61,9200,tcp,mysql,POL-179,SYN_ACK,allow,0.247,662,1,benign
2025-01-01,02:18:05,172.17.124.81,19699,168.47.109.39,3389,tcp,rdp,POL-531,ESTABLISHED,allow,2.835,1510,1,benign
2025-01-01,02:18:10,10.88.166.66,53685,26.168.221.104,6379,tcp,redis,POL-493,ESTABLISHED,allow,1.172,751,2,benign
2025-01-01,02:18:24,10.77.142.110,53919,190.163.30.155,6379,tcp,redis,POL-829,ESTABLISHED,allow,7.296,1697,2,benign
2025-01-01,02:18:34,137.195.99.223,62246,39.2.87.243,529,tcp,pop3,POL-149,ESTABLISHED,deny,8.635,40,1,port_scan
2025-01-01,02:18:48,10.227.160.97,45260,95.65.109.87,443,tcp,https,POL-465,ESTABLISHED,allow,3.196,1936,8,benign
2025-01-01,02:19:01,10.91.116.96,12508,137.190.102.64,110,tcp,pop3,POL-605,ESTABLISHED,allow,1.215,1500,5,benign
2025-01-01,02:19:14,10.235.52.217,35335,214.239.188.211,22,tcp,ssh,POL-753,SYN_ACK,deny,0.734,304,1,brute_force
2025-01-01,02:19:17,10.47.22.16,58887,66.185.168.191,25,tcp,mongodb,POL-684,ESTABLISHED,allow,6.708,3334,5,benign
2025-01-01,02:19:25,63.178.205.13,29659,122.56.195.240,53,tcp,postgres,POL-285,ESTABLISHED,deny,6.245,637,1,ddos
2025-01-01,02:19:34,192.168.33.57,42629,119.154.203.250,143,tcp,imap,POL-326,ESTABLISHED,allow,11.046,2304,5,benign
2025-01-01,02:19:36,192.168.107.184,61964,85.139.100.122,27017,tcp,mongodb,POL-255,FIN_WAIT,allow,0.591,567,1,benign
2025-01-01,02:19:50,192.168.99.220,64444,9.170.219.147,997,tcp,rdp,POL-642,ESTABLISHED,deny,1.557,40,1,port_scan
2025-01-01,02:20:01,10.159.247.1,28247,160.91.145.111,110,tcp,pop3,POL-340,FIN_WAIT,deny,0.664,125,1,benign
2025-01-01,02:20:13,32.25.102.56,57705,29.147.75.46,53,udp,dns,POL-663,CLOSED,allow,0.136,367,1,dns_tunnel
2025-01-01,02:20:26,172.28.83.248,63954,28.171.227.176,53,udp,dns,POL-425,CLOSED,allow,0.002,126,1,benign
2025-01-01,02:20:42,172.20.148.158,12664,116.41.237.224,143,tcp,imap,POL-575,ESTABLISHED,allow,16.552,7140,35,benign
2025-01-01,02:21:02,172.22.144.145,40981,8.159.58.36,443,tcp,https,POL-123,ESTABLISHED,allow,7.436,2611,9,benign
2025-01-01,02:21:12,10.243.172.48,43892,191.154.227.203,22,tcp,ssh,POL-265,ESTABLISHED,allow,3.683,1643,2,benign
2025-01-01,02:21:26,52.83.34.76,38877,10.52.254.110,53,udp,dns,POL-800,CLOSED,allow,0.004,233,1,benign
2025-01-01,02:21:45,129.165.29.206,11461,85.224.236.233,53,udp,dns,POL-107,CLOSED,allow,0.297,393,1,benign
2025-01-01,02:21:46,221.99.19.201,8952,67.227.184.138,143,tcp,imap,POL-124,SYN_SENT,allow,0.007,256,1,benign
2025-01-01,02:22:00,192.168.196.206,61801,172.27.119.76,1433,tcp,mongodb,POL-206,ESTABLISHED,allow,5.199,2574,2,benign
2025-01-01,02:22:04,10.93.208.159,53161,87.37.234.63,542,tcp,postgres,POL-826,ESTABLISHED,deny,2.538,40,1,port_scan
2025-01-01,02:22:19,172.28.153.22,3366,67.146.71.153,25,tcp,smtp,POL-677,FIN_WAIT,allow,0.34,529,1,benign
2025-01-01,02:22:30,192.168.78.4,49765,113.173.76.40,25,tcp,smtp,POL-493,ESTABLISHED,allow,6.881,1883,5,benign
2025-01-01,02:22:38,10.149.144.106,34355,172.27.137.202,80,tcp,http,POL-452,FIN_WAIT,allow,0.298,740,1,benign
2025-01-01,02:22:58,172.26.95.193,59818,135.124.45.124,3306,tcp,mysql,POL-416,ESTABLISHED,allow,2.276,1446,1,benign
2025-01-01,02:23:04,10.166.102.47,42877,128.118.146.234,25,tcp,smtp,POL-472,ESTABLISHED,allow,1.09,1155,1,benign
2025-01-01,02:23:05,172.24.218.65,6230,217.190.138.224,443,tcp,https,POL-350,ESTABLISHED,deny,4.317,290,1,benign
2025-01-01,02:23:13,10.58.116.125,40944,117.46.11.251,22,tcp,ssh,POL-950,ESTABLISHED,allow,8.333,1845,3,benign
2025-01-01,02:23:15,10.62.114.229,36212,149.123.119.26,22,tcp,ssh,POL-552,ESTABLISHED,deny,1.505,407,1,brute_force
2025-01-01,02:23:17,172.20.204.164,8332,149.111.221.232,443,tcp,https,POL-925,ESTABLISHED,allow,12.474,2873,4,benign
2025-01-01,02:23:37,172.25.159.38,32696,162.46.85.130,3389,tcp,rdp,POL-354,ESTABLISHED,allow,6.15,1469,1,benign
2025-01-01,02:23:47,10.250.43.174,59571,47.125.2.82,3306,tcp,mysql,POL-542,FIN_WAIT,deny,0.797,136,1,benign
2025-01-01,02:23:56,10.49.143.122,33908,196.60.55.79,3389,tcp,rdp,POL-724,ESTABLISHED,allow,3.771,1702,2,benign
2025-01-01,02:24:02,172.28.146.175,22367,41.157.170.41,22,tcp,ssh,POL-898,ESTABLISHED,deny,3.472,294,1,benign
2025-01-01,02:24:10,78.95.38.79,30496,91.213.191.81,25,tcp,smtp,POL-880,ESTABLISHED,allow,8.224,2744,3,benign
2025-01-01,02:24:22,172.28.69.213,44412,210.181.52.54,143,tcp,imap,POL-537,ESTABLISHED,allow,3.955,1549,3,benign
2025-01-01,02:24:34,192.168.128.193,11537,71.28.20.63,3306,tcp,mysql,POL-147,ESTABLISHED,allow,2.949,1557,2,benign
